Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhood  District,Location,RowID
170041299,KM13,17001598,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:38:32 AM,01/04/2017 10:38:32 AM,01/04/2017 10:38:51 AM,01/04/2017 10:40:30 AM,01/04/2017 10:50:59 AM,01/04/2017 11:32:33 AM,01/04/2017 12:11:51 PM,Code 2 Transport,01/04/2017 12:52:22 PM,100 Block of STEUART ST,San Francisco,94105,B03,35,2111,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,3,6,Financial District/South Beach,"(37.7926568376756, -122.39236449327)",170041299-KM13
170041299,E35,17001598,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:38:32 AM,01/04/2017 10:38:32 AM,01/04/2017 10:38:32 AM,01/04/2017 10:38:32 AM,01/04/2017 10:38:32 AM,,,Code 2 Transport,01/04/2017 11:08:33 AM,100 Block of STEUART ST,San Francisco,94105,B03,35,2111,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7926568376756, -122.39236449327)",170041299-E35
170041290,E03,17001597,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:33:50 AM,01/04/2017 10:35:36 AM,01/04/2017 10:35:47 AM,01/04/2017 10:37:02 AM,01/04/2017 10:39:59 AM,,,Code 2 Transport,01/04/2017 10:56:55 AM,1000 Block of VAN NESS AVE,San Francisco,94109,B04,03,3162,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,4,5,Western Addition,"(37.7854421872655, -122.421483131371)",170041290-E03
170041290,62,17001597,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:33:50 AM,01/04/2017 10:35:36 AM,01/04/2017 10:35:47 AM,01/04/2017 10:35:56 AM,01/04/2017 10:37:29 AM,01/04/2017 11:11:33 AM,01/04/2017 11:28:09 AM,Code 2 Transport,01/04/2017 12:11:43 PM,1000 Block of VAN NESS AVE,San Francisco,94109,B04,03,3162,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,4,5,Western Addition,"(37.7854421872655, -122.421483131371)",170041290-62
170041242,RS1,17001596,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:22:05 AM,01/04/2017 10:24:26 AM,01/04/2017 10:24:50 AM,01/04/2017 10:26:25 AM,01/04/2017 10:29:59 AM,,,Code 2 Transport,01/04/2017 10:38:21 AM,0 Block of TURK ST,San Francisco,94102,B03,01,1365,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,2,3,6,Tenderloin,"(37.7833862379382, -122.409853729941)",170041242-RS1
170041242,88,17001596,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:22:05 AM,01/04/2017 10:24:26 AM,01/04/2017 10:24:50 AM,01/04/2017 10:24:53 AM,01/04/2017 10:29:27 AM,01/04/2017 10:49:45 AM,01/04/2017 11:04:55 AM,Code 2 Transport,01/04/2017 11:35:23 AM,0 Block of TURK ST,San Francisco,94102,B03,01,1365,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7833862379382, -122.409853729941)",170041242-88
170041232,T13,17001595,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:20:46 AM,01/04/2017 10:21:56 AM,01/04/2017 10:23:14 AM,01/04/2017 10:23:33 AM,,,,Code 2 Transport,01/04/2017 10:37:24 AM,200 Block of MARKET ST,San Francisco,94111,B03,13,2809,2,2,2,true,Non Life-threatening,1,TRUCK,3,1,3,Financial District/South Beach,"(37.7928236509312, -122.397034190089)",170041232-T13
170041232,E13,17001595,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:20:46 AM,01/04/2017 10:21:56 AM,01/04/2017 10:26:22 AM,01/04/2017 10:26:22 AM,01/04/2017 10:30:21 AM,,,Code 2 Transport,01/04/2017 10:41:42 AM,200 Block of MARKET ST,San Francisco,94111,B03,13,2809,2,2,2,true,Non Life-threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7928236509312, -122.397034190089)",170041232-E13
170041232,60,17001595,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:20:46 AM,01/04/2017 10:21:56 AM,01/04/2017 10:23:14 AM,01/04/2017 10:23:20 AM,01/04/2017 10:36:02 AM,01/04/2017 10:52:09 AM,01/04/2017 11:05:59 AM,Code 2 Transport,01/04/2017 12:43:14 PM,200 Block of MARKET ST,San Francisco,94111,B03,13,2809,2,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Financial District/South Beach,"(37.7928236509312, -122.397034190089)",170041232-60
170041231,E42,17001594,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:20:54 AM,01/04/2017 10:21:35 AM,01/04/2017 10:22:16 AM,01/04/2017 10:23:26 AM,01/04/2017 10:27:27 AM,,,Code 2 Transport,01/04/2017 10:33:34 AM,OAKDALE AV/DUNSHEE ST,San Francisco,94124,B10,42,6444,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7373136328112, -122.395119330621)",170041231-E42
170041231,59,17001594,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:20:54 AM,01/04/2017 10:21:35 AM,01/04/2017 10:22:16 AM,01/04/2017 10:22:42 AM,01/04/2017 10:30:45 AM,01/04/2017 10:35:59 AM,01/04/2017 10:50:35 AM,Code 2 Transport,01/04/2017 11:28:45 AM,OAKDALE AV/DUNSHEE ST,San Francisco,94124,B10,42,6444,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7373136328112, -122.395119330621)",170041231-59
170041223,E20,17001593,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:19:09 AM,01/04/2017 10:20:17 AM,01/04/2017 10:20:35 AM,01/04/2017 10:20:43 AM,01/04/2017 10:23:36 AM,,,Code 2 Transport,01/04/2017 10:54:45 AM,300 Block of LAGUNA HONDA BLVD,San Francisco,94131,B08,20,8637,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Twin Peaks,"(37.7481725477363, -122.458695033962)",170041223-E20
170041223,74,17001593,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:19:09 AM,01/04/2017 10:20:17 AM,01/04/2017 10:20:35 AM,01/04/2017 10:20:43 AM,01/04/2017 10:27:35 AM,01/04/2017 11:01:18 AM,01/04/2017 11:12:43 AM,Code 2 Transport,01/04/2017 11:58:59 AM,300 Block of LAGUNA HONDA BLVD,San Francisco,94131,B08,20,8637,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Twin Peaks,"(37.7481725477363, -122.458695033962)",170041223-74
170041213,E38,17001592,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:15:56 AM,01/04/2017 10:16:32 AM,01/04/2017 10:17:21 AM,01/04/2017 10:18:00 AM,,,,Code 2 Transport,01/04/2017 10:21:51 AM,2100 Block of WEBSTER ST,San Francisco,94115,B04,38,3466,3,3,3,false,Potentially Life-Threatening,1,ENGINE,3,4,2,Pacific Heights,"(37.7904907937316, -122.432404755801)",170041213-E38
170041213,E10,17001592,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:15:56 AM,01/04/2017 10:16:32 AM,01/04/2017 10:17:21 AM,01/04/2017 10:18:21 AM,01/04/2017 10:21:38 AM,,,Code 2 Transport,01/04/2017 10:36:28 AM,2100 Block of WEBSTER ST,San Francisco,94115,B04,38,3466,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Pacific Heights,"(37.7904907937316, -122.432404755801)",170041213-E10
170041213,55,17001592,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:15:56 AM,01/04/2017 10:16:32 AM,01/04/2017 10:17:21 AM,01/04/2017 10:17:26 AM,01/04/2017 10:24:16 AM,01/04/2017 10:43:14 AM,01/04/2017 11:10:11 AM,Code 2 Transport,01/04/2017 11:43:00 AM,2100 Block of WEBSTER ST,San Francisco,94115,B04,38,3466,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Pacific Heights,"(37.7904907937316, -122.432404755801)",170041213-55
170041205,T01,17001591,Structure Fire,01/04/2017,01/04/2017,01/04/2017 10:13:16 AM,01/04/2017 10:13:16 AM,01/04/2017 10:13:47 AM,01/04/2017 10:13:58 AM,01/04/2017 10:16:51 AM,,,Fire,01/04/2017 10:17:03 AM,1000 Block of MARKET ST,San Francisco,94103,B02,36,2316,3,3,3,false,Alarm,1,TRUCK,1,3,6,South of Market,"(37.7812876870909, -122.411318055371)",170041205-T01
170041205,E41,17001591,Structure Fire,01/04/2017,01/04/2017,01/04/2017 10:13:16 AM,01/04/2017 10:13:16 AM,01/04/2017 10:13:47 AM,01/04/2017 10:14:10 AM,,,,Fire,01/04/2017 10:17:24 AM,1000 Block of MARKET ST,San Francisco,94103,B02,36,2316,3,3,3,false,Alarm,1,ENGINE,2,3,6,South of Market,"(37.7812876870909, -122.411318055371)",170041205-E41
170041202,E40,17001590,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:12:17 AM,01/04/2017 10:13:04 AM,01/04/2017 10:13:11 AM,01/04/2017 10:14:29 AM,01/04/2017 10:18:13 AM,,,Code 2 Transport,01/04/2017 11:24:15 AM,2500 Block of 22ND AVE,San Francisco,94116,B08,40,7442,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7401099834943, -122.478778432198)",170041202-E40
170041202,57,17001590,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:12:17 AM,01/04/2017 10:13:04 AM,01/04/2017 10:13:11 AM,01/04/2017 10:13:30 AM,01/04/2017 10:18:02 AM,01/04/2017 10:38:44 AM,01/04/2017 11:06:53 AM,Code 2 Transport,01/04/2017 11:41:49 AM,2500 Block of 22ND AVE,San Francisco,94116,B08,40,7442,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7401099834943, -122.478778432198)",170041202-57
170041200,E14,17001589,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:11:05 AM,01/04/2017 10:12:32 AM,01/04/2017 10:12:40 AM,01/04/2017 10:13:05 AM,01/04/2017 10:16:30 AM,,,Code 2 Transport,01/04/2017 10:20:09 AM,200 Block of 23RD AVE,San Francisco,94121,B07,14,7175,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,7,1,Outer Richmond,"(37.7830536727677, -122.482733528987)",170041200-E14
170041200,71,17001589,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:11:05 AM,01/04/2017 10:12:32 AM,01/04/2017 10:12:40 AM,01/04/2017 10:12:45 AM,01/04/2017 10:15:33 AM,01/04/2017 10:46:38 AM,01/04/2017 11:01:32 AM,Code 2 Transport,01/04/2017 11:42:19 AM,200 Block of 23RD AVE,San Francisco,94121,B07,14,7175,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,7,1,Outer Richmond,"(37.7830536727677, -122.482733528987)",170041200-71
170041192,KM11,17001588,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:07:32 AM,01/04/2017 10:09:24 AM,01/04/2017 10:10:03 AM,01/04/2017 10:10:37 AM,01/04/2017 10:17:29 AM,01/04/2017 10:38:08 AM,01/04/2017 10:50:20 AM,Code 3 Transport,01/04/2017 11:40:56 AM,700 Block of NORTH POINT ST,San Francisco,94109,B01,28,1525,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,1,2,Russian Hill,"(37.805880116434, -122.419554681648)",170041192-KM11
170041192,E28,17001588,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:07:32 AM,01/04/2017 10:09:24 AM,01/04/2017 10:10:03 AM,01/04/2017 10:10:48 AM,01/04/2017 10:13:25 AM,,,Code 3 Transport,01/04/2017 10:20:00 AM,700 Block of NORTH POINT ST,San Francisco,94109,B01,28,1525,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,2,Russian Hill,"(37.805880116434, -122.419554681648)",170041192-E28
170041192,E13,17001588,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:07:32 AM,01/04/2017 10:09:24 AM,01/04/2017 10:10:03 AM,01/04/2017 10:10:34 AM,01/04/2017 10:15:26 AM,,,Code 3 Transport,01/04/2017 10:24:53 AM,700 Block of NORTH POINT ST,San Francisco,94109,B01,28,1525,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,2,Russian Hill,"(37.805880116434, -122.419554681648)",170041192-E13
170041191,83,17001587,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:09:20 AM,01/04/2017 10:09:20 AM,01/04/2017 10:10:47 AM,01/04/2017 10:10:55 AM,01/04/2017 10:21:31 AM,01/04/2017 10:41:14 AM,01/04/2017 11:18:32 AM,Code 2 Transport,01/04/2017 11:57:57 AM,500 Block of ELLINGTON AVE,San Francisco,94112,B09,33,6211,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Outer Mission,"(37.7106320073627, -122.448844883346)",170041191-83
170041186,T03,17001586,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:07:01 AM,01/04/2017 10:07:38 AM,01/04/2017 10:07:59 AM,01/04/2017 10:08:58 AM,,,,Code 2 Transport,01/04/2017 10:13:48 AM,GROVE ST/LARKIN ST,San Francisco,94102,B02,36,1552,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,2,6,Tenderloin,"(37.7786578549412, -122.416580344698)",170041186-T03
170041186,79,17001586,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:07:01 AM,01/04/2017 10:07:38 AM,01/04/2017 10:07:59 AM,,,,,Code 2 Transport,01/04/2017 10:08:34 AM,GROVE ST/LARKIN ST,San Francisco,94102,B02,36,1552,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,2,6,Tenderloin,"(37.7786578549412, -122.416580344698)",170041186-79
170041186,77,17001586,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:07:01 AM,01/04/2017 10:07:38 AM,01/04/2017 10:08:51 AM,01/04/2017 10:09:07 AM,01/04/2017 10:12:52 AM,01/04/2017 10:26:23 AM,01/04/2017 10:37:52 AM,Code 2 Transport,01/04/2017 11:08:31 AM,GROVE ST/LARKIN ST,San Francisco,94102,B02,36,1552,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7786578549412, -122.416580344698)",170041186-77
170041174,82,17001585,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:01:24 AM,01/04/2017 10:03:51 AM,01/04/2017 10:04:42 AM,01/04/2017 10:04:48 AM,01/04/2017 10:21:19 AM,01/04/2017 10:52:51 AM,01/04/2017 11:12:08 AM,Code 2 Transport,01/04/2017 11:56:48 AM,700 Block of JONES ST,San Francisco,94109,B01,03,1463,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,1,3,Nob Hill,"(37.7878194592242, -122.413315090776)",170041174-82
170041172,53,17001584,Medical Incident,01/04/2017,01/04/2017,01/04/2017 10:01:16 AM,01/04/2017 10:03:28 AM,01/04/2017 10:04:18 AM,01/04/2017 10:04:36 AM,01/04/2017 10:41:08 AM,01/04/2017 10:42:50 AM,01/04/2017 11:01:52 AM,Code 3 Transport,01/04/2017 11:45:47 AM,1400 Block of MASON ST,San Francisco,94133,B01,02,1416,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Chinatown,"(37.7967201326668, -122.41173518546)",170041172-53
170044078,75,17001899,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:42:59 PM,01/04/2017 11:42:59 PM,01/04/2017 11:43:16 PM,01/04/2017 11:43:46 PM,01/04/2017 11:48:08 PM,01/05/2017 12:05:20 AM,01/05/2017 12:25:54 AM,Code 2 Transport,01/05/2017 12:58:21 AM,HARRIET ST/HOWARD ST,San Francisco,94103,B03,01,2252,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7793184597995, -122.407691082986)",170044078-75
170044071,65,17001898,Other,01/04/2017,01/04/2017,01/04/2017 11:40:15 PM,01/04/2017 11:40:15 PM,01/04/2017 11:41:13 PM,01/04/2017 11:41:20 PM,01/04/2017 11:48:23 PM,,,Cancelled,01/04/2017 11:52:54 PM,2600 Block of GEARY BLVD,San Francisco,94115,B05,10,4365,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,2,Lone Mountain/USF,"(37.7822483679158, -122.446592481498)",170044071-65
170044070,E07,17001897,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:37:45 PM,01/04/2017 11:40:04 PM,01/04/2017 11:40:18 PM,01/04/2017 11:41:33 PM,01/04/2017 11:43:14 PM,,,Code 2 Transport,01/04/2017 11:47:33 PM,2200 Block of MISSION ST,San Francisco,94110,B02,07,5423,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.7610397684815, -122.419213667994)",170044070-E07
170044070,AM18,17001897,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:37:45 PM,01/04/2017 11:40:04 PM,01/04/2017 11:40:18 PM,01/04/2017 11:41:06 PM,01/04/2017 11:43:29 PM,01/04/2017 11:52:32 PM,01/05/2017 12:05:01 AM,Code 2 Transport,01/05/2017 12:35:55 AM,2200 Block of MISSION ST,San Francisco,94110,B02,07,5423,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,9,Mission,"(37.7610397684815, -122.419213667994)",170044070-AM18
170044059,E42,17001896,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:29:40 PM,01/04/2017 11:32:47 PM,01/04/2017 11:33:01 PM,01/04/2017 11:34:55 PM,01/04/2017 11:38:54 PM,,,Code 2 Transport,01/04/2017 11:49:27 PM,800 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5643,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,6,9,Bernal Heights,"(37.7329246461891, -122.416428557838)",170044059-E42
170044059,E32,17001896,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:29:40 PM,01/04/2017 11:32:47 PM,01/04/2017 11:33:01 PM,01/04/2017 11:34:12 PM,01/04/2017 11:38:36 PM,,,Code 2 Transport,01/04/2017 11:40:22 PM,800 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5643,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,6,9,Bernal Heights,"(37.7329246461891, -122.416428557838)",170044059-E32
170044059,68,17001896,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:29:40 PM,01/04/2017 11:32:47 PM,01/04/2017 11:33:01 PM,01/04/2017 11:33:12 PM,01/04/2017 11:43:38 PM,01/05/2017 12:02:12 AM,01/05/2017 12:13:09 AM,Code 2 Transport,01/05/2017 12:54:30 AM,800 Block of ELLSWORTH ST,San Francisco,94110,B06,32,5643,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,6,9,Bernal Heights,"(37.7329246461891, -122.416428557838)",170044059-68
170044040,E05,17001895,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:24:00 PM,01/04/2017 11:25:11 PM,01/04/2017 11:25:31 PM,01/04/2017 11:27:21 PM,01/04/2017 11:28:02 PM,,,Code 2 Transport,01/04/2017 11:38:06 PM,1200 Block of TURK ST,San Francisco,94115,B02,05,3426,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Western Addition,"(37.7808662105665, -122.428803238005)",170044040-E05
170044040,52,17001895,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:24:00 PM,01/04/2017 11:25:11 PM,01/04/2017 11:25:31 PM,01/04/2017 11:25:39 PM,01/04/2017 11:30:52 PM,01/05/2017 12:02:11 AM,01/05/2017 12:12:47 AM,Code 2 Transport,01/05/2017 12:53:13 AM,1200 Block of TURK ST,San Francisco,94115,B02,05,3426,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,5,Western Addition,"(37.7808662105665, -122.428803238005)",170044040-52
170044038,E31,17001894,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:20:34 PM,01/04/2017 11:23:44 PM,01/04/2017 11:23:56 PM,01/04/2017 11:25:06 PM,01/04/2017 11:28:17 PM,,,Code 2 Transport,01/04/2017 11:42:18 PM,700 Block of 5TH AVE,San Francisco,94118,B07,31,7122,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,7,1,Inner Richmond,"(37.7745856548117, -122.462813355104)",170044038-E31
170044038,55,17001894,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:20:34 PM,01/04/2017 11:23:44 PM,01/04/2017 11:23:56 PM,01/04/2017 11:24:02 PM,01/04/2017 11:31:28 PM,01/04/2017 11:59:05 PM,01/05/2017 12:07:31 AM,Code 2 Transport,01/05/2017 12:42:56 AM,700 Block of 5TH AVE,San Francisco,94118,B07,31,7122,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,1,Inner Richmond,"(37.7745856548117, -122.462813355104)",170044038-55
170044013,E01,17001893,Medical Incident,01/04/2017,01/04/2017,01/04/2017 11:14:15 PM,01/04/2017 11:15:27 PM,01/04/2017 11:16:44 PM,01/04/2017 11:17:50 PM,01/04/2017 11:20:47 PM,,,Code 2 Transport,01/04/2017 11:23:40 PM,100 Block of 6TH ST,San Francisco,94103,B03,01,2252,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.779911669335, -122.407474439624)",170044013-E01
170043353,AM20,17001808,Medical Incident,01/04/2017,01/04/2017,01/04/2017 07:16:23 PM,01/04/2017 07:17:33 PM,01/04/2017 07:18:14 PM,01/04/2017 07:19:20 PM,01/04/2017 07:22:28 PM,01/04/2017 07:36:29 PM,01/04/2017 07:40:55 PM,Code 2 Transport,01/04/2017 08:32:25 PM,900 Block of POTRERO AVE,San Francisco,94110,B10,07,2553,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,10,10,Potrero Hill,"(37.7573076100175, -122.406619802694)",170043353-AM20
170043310,E13,17001807,Medical Incident,01/04/2017,01/04/2017,01/04/2017 07:05:24 PM,01/04/2017 07:06:40 PM,01/04/2017 07:07:53 PM,01/04/2017 07:08:38 PM,01/04/2017 07:11:42 PM,,,Code 2 Transport,01/04/2017 07:31:16 PM,0 Block of 1ST ST,San Francisco,94105,B03,13,2143,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7899463965462, -122.397707485254)",170043310-E13
170043310,87,17001807,Medical Incident,01/04/2017,01/04/2017,01/04/2017 07:05:24 PM,01/04/2017 07:06:40 PM,01/04/2017 07:07:53 PM,01/04/2017 07:08:13 PM,01/04/2017 07:35:58 PM,01/04/2017 07:46:20 PM,01/04/2017 08:04:20 PM,Code 2 Transport,01/04/2017 08:45:44 PM,0 Block of 1ST ST,San Francisco,94105,B03,13,2143,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,"(37.7899463965462, -122.397707485254)",170043310-87
170043296,T08,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:04:21 PM,01/04/2017 07:09:20 PM,,,Fire,01/04/2017 07:12:10 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,TRUCK,3,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-T08
170043296,T01,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:03:48 PM,,,,Fire,01/04/2017 07:25:03 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,TRUCK,7,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-T01
170043296,RS2,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:02:51 PM,,,,Fire,01/04/2017 07:04:05 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,RESCUE SQUAD,11,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-RS2
170043296,RS1,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:03:51 PM,01/04/2017 07:03:51 PM,01/04/2017 07:08:15 PM,,,Fire,01/04/2017 07:12:10 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,RESCUE SQUAD,2,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-RS1
170043296,E35,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:03:42 PM,01/04/2017 07:06:03 PM,,,Fire,01/04/2017 07:30:40 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,true,Alarm,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-E35
170043296,E08,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:04:00 PM,,,,Fire,01/04/2017 07:12:10 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,true,Alarm,1,ENGINE,10,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-E08
170043296,E01,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:03:52 PM,,,,Fire,01/04/2017 07:12:10 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,true,Alarm,1,ENGINE,9,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-E01
170043296,D3,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:03:15 PM,01/04/2017 07:10:06 PM,,,Fire,01/04/2017 07:12:10 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,CHIEF,4,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-D3
170043296,B03,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:03:58 PM,,,,Fire,01/04/2017 07:32:33 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,CHIEF,6,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-B03
170043296,B01,17001806,Structure Fire,01/04/2017,01/04/2017,01/04/2017 07:01:39 PM,01/04/2017 07:02:03 PM,01/04/2017 07:02:39 PM,01/04/2017 07:03:39 PM,01/04/2017 07:10:11 PM,,,Fire,01/04/2017 07:11:08 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,CHIEF,5,3,6,Financial District/South Beach,"(37.7861452938854, -122.393956482353)",170043296-B01
